hhid|Regular_Carbonated|Juice|Baking_Supplies|Spices|Bottled_Water|Bath_Tissue|Baking
100033861|0|0|0|0|0|1|0
100033874|1|1|1|1|1|1|1
100033890|1|1|1|1|1|1|1
100033896|1|0|0|0|1|1|0
100033900|1|1|1|1|1|1|1
100033906|1|1|0|1|1|0|0
100033916|1|0|1|1|1|1|1
100033925|1|1|1|0|1|0|1
100033930|1|0|0|0|0|0|0
100033932|0|0|1|0|0|0|0
100033936|0|1|1|1|1|0|1
100033937|1|1|1|1|1|1|1
100033940|1|1|0|0|1|1|0
100033948|1|1|1|1|1|1|1
100033965|1|1|1|1|1|1|1
100033970|1|1|1|1|1|0|0
100033991|1|0|0|0|0|1|0
100034|0|1|1|1|0|0|1
100034008|1|1|1|1|1|1|1
10003402|0|0|1|0|0|0|1
100034030|0|0|1|1|0|0|0
100034031|1|1|1|1|1|1|1
100034039|1|1|1|1|1|1|1
100034054|0|1|0|1|1|0|0
100034060|1|0|0|0|0|0|0
10003407|0|0|1|1|0|0|1
100034073|1|1|0|0|0|0|0
100034075|1|1|1|0|0|1|1
100034076|0|1|0|1|1|0|0
100034098|1|1|1|1|1|1|1
100034118|1|1|1|1|1|1|1
100034128|1|1|0|0|0|0|0
10003413|0|0|1|0|0|0|1
100034137|1|1|0|1|1|1|0
100034138|1|1|1|1|1|1|1
100034145|1|1|1|1|1|1|1
100034156|1|1|0|1|0|0|0
100034160|0|1|1|1|1|0|1
100034168|1|1|1|1|1|1|1
100034171|1|1|1|1|1|1|1
100034176|1|0|0|0|0|0|0
100034181|1|1|1|1|1|1|1
100034183|1|1|0|0|1|1|0
100034185|0|1|1|1|0|1|1
100034193|1|1|0|1|0|1|0
100034194|1|1|1|1|1|1|0
100034198|1|1|0|1|1|1|0
100034206|0|0|1|1|0|1|1
100034208|1|1|1|1|1|1|1
100034213|1|1|1|1|1|1|1
100034215|0|1|1|1|0|1|1
100034225|1|1|0|1|0|0|0
100034238|1|1|1|0|0|1|0
100034239|1|1|0|1|1|1|0
100034244|1|0|0|0|1|0|0
100034247|1|0|0|0|0|1|0
100034250|1|1|0|0|1|0|0
100034252|1|1|1|1|1|1|1
100034256|1|1|0|1|1|1|0
100034261|1|1|1|1|1|1|1
100034268|1|1|1|1|1|1|1
100034272|1|1|0|1|1|1|0
100034273|1|1|1|1|1|1|1
100034279|1|1|0|0|1|1|0
100034290|1|0|0|0|0|0|0
100034292|1|1|1|1|1|1|1
100034298|0|0|0|1|0|0|0
1000343|1|1|1|1|1|1|1
100034309|1|1|1|1|1|1|1
100034322|0|0|0|1|0|0|0
100034330|1|0|0|0|0|0|0
100034342|1|0|0|0|0|0|0
100034346|0|1|1|1|0|0|1
100034351|1|1|1|1|1|1|1
100034352|1|1|1|1|1|1|1
100034353|1|1|1|1|1|1|0
100034360|1|1|1|1|1|1|1
100034363|1|1|0|0|0|1|0
100034364|1|0|0|0|0|0|0
100034375|1|1|1|1|1|1|0
100034377|0|1|0|1|0|1|0
100034379|1|0|0|0|1|0|0
100034381|0|0|0|0|0|1|0
100034386|1|1|0|1|0|0|0
100034394|0|0|1|0|0|1|1
1000344|0|1|1|1|0|0|1
100034401|1|1|1|0|1|1|0
100034402|1|1|0|0|0|0|0
100034409|0|0|1|0|0|1|1
100034414|1|1|0|0|1|1|0
100034418|1|1|1|1|0|1|1
100034423|1|1|0|0|0|0|0
100034426|1|1|1|1|1|1|1
100034428|1|1|1|1|1|1|1
100034436|1|1|1|1|1|1|1
100034441|0|1|1|1|1|1|1
100034447|1|1|1|1|1|0|1
100034448|1|1|1|1|1|1|1
100034451|1|1|1|1|1|1|0
100034461|1|0|1|1|1|1|0
100034469|1|1|1|1|1|1|1
100034480|0|0|0|1|1|0|0
100034487|1|1|1|1|1|1|0
100034493|1|1|1|1|1|1|1
100034494|1|1|0|0|0|1|0
1000345|0|1|1|1|0|1|1
100034501|0|0|0|1|0|0|0
100034532|0|0|1|0|0|0|0
100034543|1|1|0|0|1|1|0
100034568|1|1|1|1|1|1|1
100034575|1|1|0|1|1|1|0
100034576|1|0|0|0|0|0|0
100034584|1|0|1|1|0|1|1
100034589|1|0|0|0|0|0|0
100034593|1|1|0|1|1|1|0
100034595|1|1|1|1|1|1|1
1000346|0|1|1|1|1|1|1
100034600|1|0|0|0|0|0|0
100034604|1|0|0|0|1|1|0
100034609|1|0|0|0|0|0|0
100034614|0|0|0|0|0|1|0
100034624|1|1|0|1|0|1|0
100034626|1|1|1|1|1|1|0
100034634|0|0|0|0|0|1|0
100034636|1|1|1|1|1|1|1
100034653|0|0|0|1|0|0|0
100034666|1|1|1|1|1|1|1
100034679|0|0|1|0|0|0|0
100034692|1|1|0|0|0|0|0
100034697|1|1|1|1|1|1|1
100034698|0|0|1|1|1|1|1
100034705|1|1|1|1|1|1|1
100034709|1|1|0|1|1|1|0
100034751|1|1|0|0|0|1|0
100034758|0|1|1|1|0|0|1
100034759|1|1|0|0|0|0|0
100034763|1|1|1|1|1|1|1
100034770|1|1|1|1|1|1|1
100034780|1|1|0|1|1|1|0
100034787|1|0|0|0|0|0|0
100034799|0|0|0|1|0|0|0
1000348|0|0|1|0|0|0|1
100034805|0|0|1|0|0|0|1
100034810|1|1|1|1|1|0|1
100034823|1|0|0|0|0|0|0
100034832|0|0|0|1|0|0|0
100034836|1|1|1|1|1|1|1
100034841|1|1|0|0|1|1|0
100034846|1|1|1|1|1|1|1
100034852|1|1|0|0|1|1|0
100034853|0|0|0|1|0|0|0
100034864|0|0|1|1|0|0|1
100034867|0|0|1|1|1|0|1
100034869|1|1|1|1|1|0|1
100034873|1|1|1|1|1|1|1
100034876|0|1|1|1|0|1|1
100034881|0|0|1|0|0|0|0
100034899|1|1|1|1|1|1|1
100034902|0|0|0|0|1|0|0
100034912|0|0|1|0|0|0|0
100034918|1|1|1|1|1|1|1
100034920|1|1|1|1|1|1|1
100034924|1|0|0|1|1|1|0
100034927|0|0|1|1|0|0|0
100034944|0|0|1|1|0|0|1
100034952|0|0|1|1|0|0|1
100034955|1|1|0|1|1|0|0
100034974|1|0|0|0|0|0|0
100034977|1|1|1|1|1|1|1
100034984|1|1|0|1|0|0|0
100034989|1|1|1|1|1|1|1
100034990|1|1|1|1|1|1|1
100034997|0|0|1|1|1|0|1
100035002|0|0|1|1|1|0|1
100035012|1|1|1|1|1|1|1
100035017|1|1|1|1|1|1|1
100035027|1|1|0|0|0|0|0
100035050|1|1|1|1|1|0|1
100035053|1|1|1|1|1|1|1
100035061|1|1|1|1|1|1|1
100035072|1|1|1|1|1|1|1
100035074|1|1|1|1|1|1|1
100035076|1|1|0|1|1|1|0
100035080|0|1|1|1|1|0|1
100035084|0|0|0|1|0|0|0
100035102|1|0|0|0|0|0|0
100035109|1|1|0|1|1|1|0
100035114|1|1|0|0|1|1|0
100035116|1|1|1|1|1|1|1
100035117|1|0|0|0|0|0|0
100035122|1|1|1|1|1|1|1
100035124|0|0|1|1|1|0|1
100035128|0|1|1|1|1|0|1
100035136|1|0|0|0|0|0|0
100035139|0|1|0|0|0|1|0
100035140|0|0|1|1|0|0|1
100035142|0|0|0|1|0|0|0
100035152|1|0|0|0|0|0|0
100035155|1|1|1|1|1|1|1
100035160|0|0|1|0|0|0|1
100035167|0|0|1|0|0|0|1
100035170|0|0|1|0|0|0|0
100035182|1|1|0|1|1|0|0
100035203|1|1|1|1|1|0|1
100035205|1|0|0|0|0|0|0
100035207|1|1|0|0|0|1|0
100035211|0|1|1|1|0|0|1
100035218|0|0|1|0|0|1|0
100035250|0|1|1|1|1|0|1
100035258|1|1|0|0|0|1|0
100035265|1|1|0|1|1|1|0
100035267|1|1|0|0|1|0|0
100035284|0|0|1|0|0|0|0
100035296|1|1|1|1|1|1|1
100035301|0|0|0|1|0|0|0
100035318|1|0|0|0|0|0|0
100035324|0|0|1|0|0|0|0
100035332|1|1|1|1|1|1|1
10003534|0|0|1|0|0|0|1
100035396|1|1|1|1|1|1|1
100035398|1|1|0|1|0|0|0
100035403|0|0|1|1|0|0|1
100035414|1|1|1|1|1|1|1
100035435|1|1|1|1|1|1|1
100035441|1|1|1|1|1|1|1
100035450|1|1|0|1|1|1|0
100035457|1|0|1|1|0|1|0
100035467|0|0|1|1|1|0|1
100035469|0|0|1|0|0|0|1
100035478|0|0|1|1|1|0|1
1000355|0|0|1|0|0|1|1
10003551|1|1|1|1|1|1|1
100035522|1|1|1|1|1|1|1
100035524|1|0|0|1|1|0|0
100035528|0|1|1|1|1|1|1
100035530|1|0|0|0|0|0|0
100035534|0|0|1|0|0|0|1
100035540|1|1|0|1|1|1|0
100035541|1|1|1|1|1|1|1
100035542|0|0|1|1|0|1|1
100035544|1|1|1|1|0|0|1
10003555|0|0|1|1|0|1|1
100035554|1|1|1|1|1|1|1
100035559|1|1|1|1|1|1|1
100035564|0|0|1|0|0|1|0
100035565|1|1|1|0|0|1|1
100035583|1|1|0|1|0|1|0
100035586|1|1|0|1|1|0|0
100035647|1|1|0|0|0|0|0
100035649|0|0|0|0|0|1|0
100035660|1|1|1|1|1|1|1
100035672|0|0|0|1|0|0|0
100035687|1|1|0|1|1|1|0
100035688|1|1|1|1|1|1|1
100035696|1|0|0|0|0|1|0
1000357|1|1|1|1|1|1|1
100035707|0|0|1|0|0|0|1
100035708|1|1|0|0|1|1|0
100035712|0|0|1|1|1|0|1
100035722|0|0|1|1|1|1|1
100035728|0|0|1|0|0|0|1
100035736|0|0|0|1|0|0|0
100035738|1|1|1|1|0|1|1
100035754|1|1|1|1|0|1|1
100035760|0|0|1|0|0|0|1
100035774|1|1|1|1|0|1|1
100035785|0|0|1|0|0|0|1
100035788|0|0|0|1|0|0|0
100035798|0|0|1|1|0|0|1
100035803|1|1|0|1|1|0|0
100035821|1|1|0|0|0|1|0
100035822|1|1|1|1|0|1|1
100035826|1|1|1|1|1|0|1
100035846|1|1|1|1|1|0|1
100035848|0|0|0|1|0|0|0
100035854|1|1|1|1|1|0|0
100035860|1|1|1|1|1|1|1
100035861|0|0|1|0|0|0|1
100035876|1|1|1|1|1|0|1
100035880|1|1|0|0|1|0|0
10003590|1|1|1|1|1|1|1
100035917|1|1|1|1|1|1|1
100035930|1|1|1|1|1|0|1
100035931|0|0|0|1|0|0|0
100035938|1|1|0|1|1|1|0
100035939|1|1|1|1|1|1|1
100035941|1|1|0|1|1|0|0
100035949|1|1|1|1|1|1|1
100035972|1|0|0|0|0|0|0
100035973|1|1|1|1|1|1|1
100035978|0|0|1|0|0|0|1
100035980|1|1|0|0|0|0|0
100035997|0|0|1|0|0|0|0
100036|0|0|0|1|0|0|0
1000360|1|1|1|1|1|1|1
100036001|0|0|0|0|0|1|0
100036003|0|0|1|0|0|0|0
100036007|0|0|0|1|0|0|0
100036016|0|0|1|0|1|0|1
100036023|1|1|1|1|1|1|1
100036035|1|1|1|1|1|1|1
100036036|1|0|0|1|1|1|0
100036040|0|0|1|1|1|0|1
100036043|0|0|0|0|1|0|0
100036046|0|1|1|1|1|1|1
100036082|1|1|1|1|1|1|1
100036085|0|0|0|1|0|0|0
100036086|1|0|0|1|1|0|0
100036088|0|0|0|1|0|1|0
100036112|0|0|1|1|0|0|1
100036126|1|1|1|1|1|1|1
100036140|0|0|1|1|1|0|1
100036143|1|1|0|1|1|1|0
100036156|1|0|1|0|0|1|1
100036162|0|0|0|0|0|1|0
100036166|0|0|0|1|0|0|0
100036167|1|0|0|0|0|0|0
100036187|0|1|1|1|0|1|1
100036190|1|1|1|1|1|1|1
100036197|0|1|0|0|0|1|0
1000362|0|0|1|0|0|0|1
100036202|1|1|1|1|1|1|1
100036203|0|0|0|1|0|0|0
100036206|1|1|1|1|1|1|1
100036220|1|0|0|0|0|0|0
100036240|1|1|0|0|0|0|0
100036255|1|1|0|1|1|1|0
100036267|1|1|1|1|1|1|1
100036321|1|1|1|1|1|1|1
100036323|1|1|0|1|1|0|0
100036328|1|0|0|1|0|0|0
100036339|0|0|0|1|0|0|0
100036351|0|0|0|1|0|0|0
100036352|1|1|1|1|1|1|1
100036353|0|0|1|0|0|1|0
100036366|1|1|0|0|0|1|0
100036369|0|1|0|0|0|1|0
100036374|0|0|1|1|0|0|0
100036392|0|0|1|1|0|0|1
1000364|1|1|1|1|1|1|1
10003640|0|0|1|1|0|0|0
100036419|1|1|1|0|0|1|1
100036430|0|0|1|0|1|0|1
100036436|1|1|1|1|1|1|1
100036444|1|1|0|1|0|0|0
100036461|0|0|0|1|1|0|0
100036465|1|1|1|1|1|1|1
100036466|1|1|1|1|1|1|1
100036476|1|0|1|0|0|1|1
10003648|1|1|1|1|1|1|1
100036495|0|0|1|1|0|0|1
100036497|0|0|1|0|0|0|1
100036499|1|1|1|1|1|1|1
100036501|0|0|1|0|0|0|1
100036503|1|1|1|0|0|1|1
100036504|0|0|0|1|0|0|0
100036506|0|0|1|1|0|0|1
100036508|1|1|0|0|0|1|0
10003651|1|0|0|0|0|0|0
100036512|1|1|1|1|1|1|1
100036520|0|0|0|1|0|0|0
100036528|1|0|0|0|0|0|0
100036552|0|0|1|0|0|1|1
100036553|1|1|1|1|1|1|1
100036562|1|1|1|1|1|1|1
100036566|0|0|0|1|0|0|0
100036567|1|1|0|1|0|1|0
100036579|1|1|1|1|1|1|1
100036591|1|1|0|1|0|1|0
1000366|1|1|1|0|0|1|1
100036606|1|0|1|1|1|0|1
100036614|1|1|1|1|1|1|1
100036617|1|1|1|1|1|1|1
100036622|1|1|1|1|1|1|1
100036633|1|1|1|0|1|1|1
100036661|1|0|0|0|0|0|0
100036669|0|1|0|1|1|1|0
100036684|1|1|1|1|1|1|1
100036685|1|1|1|1|1|1|1
100036686|0|0|1|0|0|1|0
100036699|1|0|0|0|0|0|0
1000367|0|0|1|0|0|0|1
100036703|0|0|1|0|0|0|1
100036727|1|1|1|1|1|1|0
100036736|0|0|1|0|0|0|1
100036745|0|0|1|0|0|0|1
100036768|1|0|0|0|0|1|0
100036772|0|0|1|1|0|0|0
100036777|0|0|1|0|0|0|1
100036812|1|1|1|1|1|0|1
100036823|1|1|1|1|1|1|1
100036830|1|1|1|1|1|1|1
100036834|1|1|1|1|1|1|1
100036855|0|1|1|1|1|1|1
100036865|1|1|0|0|1|1|0
100036868|1|1|0|1|0|0|0
10003687|0|0|1|1|0|0|1
100036884|1|0|0|0|0|1|0
100036888|0|0|1|0|0|0|1
100036895|0|0|0|1|0|0|0
100036908|1|1|1|1|1|1|1
100036925|1|1|1|1|1|1|1
100036940|0|0|1|1|1|0|0
100036943|1|1|0|1|1|1|0
100036953|1|1|1|1|1|0|0
100036960|0|1|1|1|0|0|1
100036961|1|1|1|1|1|1|1
100036974|1|1|1|0|0|1|1
100036975|1|1|1|1|1|1|1
100036976|1|1|1|0|0|1|1
100036980|1|1|1|1|1|1|1
100036990|0|0|1|0|0|0|0
100036999|0|0|0|0|0|1|0
100037|0|0|1|0|0|1|0
1000370|1|1|1|1|1|0|1
100037000|1|1|1|1|1|1|1
100037010|0|0|1|0|0|0|0
100037017|1|1|1|0|0|1|1
100037036|1|1|0|0|1|0|0
100037044|1|1|0|0|1|1|0
100037056|1|1|1|1|1|1|1
100037069|1|1|1|1|1|1|1
100037090|1|1|1|1|1|1|1
100037095|0|0|0|1|0|0|0
100037098|0|0|1|1|1|0|1
100037114|1|0|1|1|1|1|1
100037126|0|0|1|1|0|1|0
100037145|0|0|1|0|0|0|0
100037158|1|1|1|1|1|1|1
100037159|1|1|1|1|1|0|1
100037165|1|0|0|0|0|1|0
100037169|1|0|0|1|0|0|0
100037173|0|1|0|1|0|0|0
100037177|0|1|0|0|0|0|0
100037198|1|1|1|1|0|1|0
100037210|1|1|1|1|1|1|1
100037219|0|0|1|0|0|0|1
100037226|1|1|0|0|1|1|0
100037231|1|1|1|1|1|1|1
100037255|1|0|0|0|0|0|0
100037276|0|0|0|0|0|1|0
100037277|1|1|1|1|1|1|1
100037282|1|1|0|1|1|1|0
100037286|1|1|1|1|1|1|1
100037298|1|1|1|1|1|1|1
1000373|1|0|1|0|0|1|0
100037304|0|1|1|1|1|1|1
100037319|0|0|1|1|1|0|1
10003734|1|1|1|1|1|0|1
10003735|0|0|1|1|0|0|1
100037350|1|1|1|0|1|1|1
100037355|1|1|0|1|1|1|0
100037362|1|1|1|1|1|1|1
100037370|0|1|0|0|0|0|0
100037371|1|1|1|1|1|1|1
100037390|1|1|1|1|1|1|1
100037391|1|1|1|1|1|1|1
100037392|1|1|1|1|1|1|1
100037396|1|1|1|1|1|0|1
100037402|0|0|1|1|0|0|1
100037403|0|0|0|1|0|0|0
100037408|1|1|1|1|1|1|1
100037409|1|1|0|1|1|1|0
100037424|1|1|1|1|1|1|1
100037426|0|0|0|1|0|0|0
100037427|1|1|1|1|1|0|1
100037429|1|1|1|1|1|1|1
100037436|1|1|0|0|1|0|0
100037459|1|1|1|1|1|1|1
100037460|0|0|1|0|0|0|1
100037463|0|0|1|0|0|0|1
100037470|1|1|0|0|0|0|0
100037484|1|1|1|0|1|1|1
100037485|1|1|0|1|0|0|0
100037493|1|1|1|0|1|1|1
100037498|1|1|1|1|1|1|1
100037520|0|0|1|0|0|0|1
100037523|1|1|0|0|0|1|0
100037530|1|0|0|0|0|1|0
100037533|1|0|0|1|1|0|0
100037534|1|1|0|0|0|0|0
100037538|1|1|1|1|1|1|1
100037539|1|1|1|1|0|1|1
100037541|1|1|1|1|1|1|1
100037543|1|1|0|0|0|0|0
100037553|1|1|1|1|1|1|0
100037570|0|0|0|0|1|1|0
100037572|1|1|1|0|0|0|1
100037575|0|1|1|1|1|0|1
100037579|0|1|1|1|1|1|1
100037581|0|0|1|1|0|0|1
100037587|1|1|1|0|1|1|0
100037594|0|1|1|1|0|0|1
100037602|0|0|1|1|0|0|1
100037611|0|0|1|1|0|0|1
100037612|1|1|1|1|1|1|1
100037617|1|1|0|0|0|0|0
100037632|1|1|1|1|1|1|1
10003764|1|1|0|0|1|1|0
100037645|0|0|1|1|0|0|1
100037648|1|1|0|0|1|1|0
100037651|0|0|1|1|0|0|0
100037655|0|0|1|0|0|1|1
100037659|1|1|1|1|0|1|1
100037666|1|1|1|1|1|1|1
100037668|0|0|1|1|1|0|1
100037671|1|0|0|0|0|0|0
100037678|1|1|1|1|1|1|1
100037686|1|1|1|1|1|1|1
1000377|1|1|1|1|0|1|1
10003770|1|1|1|1|1|1|1
100037707|0|1|1|1|1|1|1
100037716|1|1|1|1|1|1|1
100037732|0|0|1|0|0|0|1
100037735|1|1|0|1|1|1|0
100037737|1|1|0|0|1|1|0
100037751|1|1|0|1|0|0|0
100037755|1|1|1|0|1|0|0
100037758|1|1|0|1|1|0|0
100037762|1|1|1|1|1|1|1
100037796|1|1|1|1|1|1|1
1000378|1|1|1|1|1|1|1
100037800|1|1|1|1|1|1|1
100037808|1|0|0|0|0|0|0
100037810|0|0|1|0|0|1|1
100037831|1|1|1|1|1|1|1
100037834|1|1|1|1|1|0|1
100037840|1|1|1|1|1|1|1
100037850|1|1|1|1|1|1|1
100037865|0|1|1|1|0|0|1
100037866|0|1|0|1|0|1|0
100037883|1|1|1|1|1|1|1
100037890|1|1|1|1|1|1|1
100037898|1|1|1|1|1|1|1
10003791|0|0|1|1|0|0|0
100037913|1|1|1|1|1|1|1
100037931|0|0|0|1|0|0|0
100037936|1|1|1|1|1|0|1
100037944|1|0|0|1|1|1|0
100037947|1|1|1|1|1|1|1
100037952|1|1|0|0|0|0|0
100037957|1|1|0|0|0|0|0
100037964|1|1|0|0|0|0|0
100037967|0|0|1|1|0|0|0
100037970|1|1|0|1|1|1|0
100037985|0|0|1|1|1|0|1
100037991|1|1|1|1|1|1|1
100038|1|1|1|1|1|1|1
100038017|0|0|1|1|1|0|1
100038037|1|1|1|1|1|1|1
100038051|0|0|0|0|1|0|0
100038071|0|0|1|0|0|0|1
100038083|0|0|1|1|1|0|1
1000381|0|0|1|0|0|0|0
100038105|1|1|1|1|1|1|1
100038109|1|0|0|0|1|1|0
100038111|1|1|1|1|1|1|1
100038117|1|1|1|1|1|1|1
100038127|1|1|1|1|1|1|1
100038135|0|1|1|1|0|0|1
100038139|1|1|1|1|1|1|1
100038141|1|1|1|1|1|1|1
100038142|1|1|1|1|1|1|1
100038149|1|1|0|1|1|1|0
100038168|1|1|0|1|1|0|0
100038172|1|1|1|1|1|1|1
100038173|0|0|0|1|0|0|0
100038183|1|1|1|1|1|1|1
100038184|1|1|0|0|1|1|0
1000382|0|0|1|1|0|0|1
100038202|1|1|0|1|1|0|0
100038224|1|0|1|0|1|0|1
100038229|0|0|1|0|0|0|1
100038231|1|1|1|1|1|1|1
100038253|1|1|1|1|1|1|1
100038260|1|0|0|0|0|0|0
100038263|1|0|0|0|0|1|0
100038266|1|1|1|1|1|1|1
100038268|1|1|0|0|1|1|0
100038275|0|0|0|1|0|0|0
100038277|1|0|1|0|0|1|1
100038278|0|0|1|1|0|0|0
100038287|0|0|1|1|1|0|1
100038299|1|1|1|1|1|0|1
100038303|1|1|1|1|1|1|1
100038308|0|0|0|1|0|0|0
10003832|1|1|1|1|1|1|0
100038333|1|1|1|1|1|1|1
100038347|0|0|0|0|0|1|0
100038354|1|1|1|1|1|1|1
100038367|1|1|1|1|1|1|1
100038368|0|0|1|0|0|0|1
100038371|1|1|0|0|0|0|0
100038376|1|1|0|0|0|1|0
100038379|1|1|0|1|1|0|0
100038381|1|1|1|1|1|0|1
100038390|1|1|0|0|0|0|0
1000384|0|0|1|0|0|0|1
100038400|1|1|1|1|1|1|1
100038401|1|1|1|1|1|1|1
100038422|1|0|0|0|0|1|0
100038438|0|0|1|0|0|0|0
100038457|0|0|0|1|1|0|0
10003846|0|0|1|0|0|0|1
100038461|0|0|1|1|0|0|1
100038463|1|0|0|0|0|0|0
100038480|1|1|0|1|0|0|0
100038489|0|0|1|1|0|0|1
100038497|1|1|1|1|1|1|1
100038504|1|1|1|1|1|1|1
100038505|0|0|1|0|0|0|1
100038511|0|0|0|1|0|0|0
100038513|1|1|1|1|1|1|1
100038527|0|0|0|1|0|0|0
100038542|1|1|1|1|1|0|1
100038546|0|1|1|1|1|1|1
100038547|1|1|1|1|1|1|0
100038561|1|1|1|1|1|1|1
100038586|1|1|1|1|1|1|1
100038587|1|1|1|1|1|1|1
100038589|0|1|0|0|0|0|0
100038591|1|1|1|1|1|0|1
100038596|0|0|1|1|1|0|1
100038604|0|0|0|1|0|0|0
100038626|0|0|1|1|0|0|1
100038628|1|0|0|0|0|0|0
100038636|0|0|0|1|0|0|0
100038639|1|1|1|1|1|1|1
100038647|1|0|1|0|0|1|0
100038649|0|0|1|1|0|0|1
100038650|0|0|1|0|0|0|0
100038655|1|0|0|0|0|0|0
100038665|1|1|1|1|1|1|1
100038670|1|1|0|1|1|0|0
100038682|1|1|1|1|1|1|1
100038686|0|0|1|1|0|0|1
100038694|1|1|0|0|1|1|0
100038697|1|1|1|1|1|1|1
100038702|1|1|1|1|1|1|1
100038703|1|1|1|1|1|1|1
100038740|1|1|1|1|1|1|1
100038742|1|1|0|1|0|0|0
100038744|0|1|1|1|1|0|1
100038751|1|1|1|1|1|1|1
100038761|1|1|1|1|1|1|1
100038771|0|0|1|1|0|0|1
100038779|1|1|1|1|1|0|1
100038780|0|0|1|0|0|0|1
100038789|1|1|0|1|1|0|0
100038818|1|1|1|1|1|1|1
100038822|0|1|1|1|1|0|1
100038823|1|1|1|1|1|1|1
100038830|0|0|0|0|0|1|0
100038836|1|1|0|0|1|1|0
100038840|1|1|1|1|1|1|1
100038844|1|1|1|1|1|1|1
100038846|1|1|1|1|1|1|1
100038854|1|1|1|1|1|1|1
100038886|0|1|0|0|0|0|0
100038888|1|1|1|1|1|1|1
100038903|0|0|1|1|1|0|1
100038909|1|1|1|1|1|1|1
100038910|1|1|0|1|1|0|0
100038914|1|1|0|0|0|0|0
100038925|0|0|1|1|1|0|1
100038947|0|0|1|1|0|1|1
100038956|0|0|1|0|1|0|0
100038958|1|1|1|1|1|1|1
100038960|1|1|1|1|1|1|1
100038963|0|1|1|1|1|1|1
100038975|1|1|1|1|1|1|1
100038980|1|1|1|1|1|1|1
100038983|0|1|1|1|1|0|1
100038992|1|1|1|1|1|1|1
100038997|1|1|0|0|1|0|0
100039000|1|1|0|0|0|0|0
100039002|1|1|0|1|1|0|0
100039017|1|1|0|0|0|0|0
100039058|0|0|1|1|0|0|1
100039065|1|1|1|1|1|1|1
100039070|0|1|1|1|1|0|1
100039088|1|1|0|0|1|1|0
100039114|1|1|1|1|1|1|1
100039119|1|1|1|1|1|0|1
100039120|1|1|0|0|0|1|0
100039123|1|1|1|1|1|1|1
100039124|1|1|1|1|1|1|1
100039125|1|1|1|1|1|1|1
100039148|1|1|1|1|1|1|1
100039166|0|0|1|1|0|0|1
100039171|1|1|1|1|1|1|1
100039195|0|0|1|1|0|0|0
100039196|1|1|1|1|1|1|1
100039199|1|1|1|1|1|1|1
100039207|1|1|1|1|1|0|1
100039212|0|0|0|1|0|0|0
10003922|1|1|0|1|1|1|0
100039222|1|1|0|1|0|0|0
100039224|0|1|1|1|0|0|1
100039231|1|1|1|1|1|1|1
100039234|1|1|1|1|1|1|1
100039239|0|0|1|1|1|0|1
100039243|0|0|1|1|0|0|1
100039244|1|1|1|0|1|1|1
100039262|1|1|0|0|0|0|0
100039269|1|1|1|0|1|1|0
100039283|0|0|0|0|0|1|0
10003929|0|0|1|1|0|0|1
100039290|0|0|1|0|0|0|1
100039293|0|1|1|1|1|0|1
100039298|0|1|1|1|1|1|1
1000393|1|1|0|0|0|0|0
100039331|1|1|1|1|1|1|1
100039333|0|0|0|1|0|0|0
100039338|1|0|0|0|0|1|0
100039355|1|1|1|1|1|1|1
100039358|1|0|0|0|0|1|0
100039375|1|0|0|0|0|0|0
100039384|1|1|0|0|1|1|0
100039396|0|0|1|1|1|0|1
100039398|0|1|1|1|1|0|1
100039401|1|1|1|0|1|1|1
100039408|1|1|0|0|0|1|0
100039413|1|1|1|1|1|1|1
100039415|1|0|1|1|1|0|1
100039421|1|0|0|0|1|1|0
100039429|1|1|1|1|1|1|1
100039431|0|1|1|1|1|0|1
100039434|0|0|1|1|1|0|1
10003946|0|0|1|1|0|0|1
100039468|1|1|1|1|1|1|1
100039471|1|1|1|1|1|1|1
100039479|0|0|1|1|0|0|1
100039495|0|1|1|1|1|0|1
100039499|1|1|1|1|1|1|1
1000395|1|1|1|1|1|1|1
100039508|1|1|1|1|1|0|1
100039515|1|1|1|1|1|1|1
100039517|0|0|1|1|0|0|0
10003952|0|0|1|1|0|0|0
100039529|1|1|1|1|1|1|1
100039534|0|0|1|0|0|0|1
100039538|1|1|1|1|0|1|1
100039539|1|1|0|0|0|0|0
100039549|1|1|1|1|1|1|1
100039557|0|0|1|1|1|0|1
100039562|0|0|0|0|1|0|0
100039564|1|0|0|0|0|0|0
100039570|0|0|0|0|0|1|0
100039581|1|1|1|1|1|1|1
100039592|1|1|1|1|1|1|1
100039593|0|0|1|0|0|0|1
100039604|1|0|0|0|0|0|0
10003961|1|1|1|1|1|0|1
100039616|1|1|0|0|0|1|0
100039617|1|1|0|1|1|1|0
100039622|1|1|1|0|1|0|1
100039660|1|0|1|1|1|1|1
100039673|0|0|0|1|1|1|0
100039681|1|1|1|1|1|1|1
100039683|0|0|1|0|0|0|0
100039685|0|1|0|0|0|1|0
100039688|1|1|0|0|1|1|0
100039692|1|1|1|1|1|1|1
100039697|1|1|1|1|1|1|1
100039698|1|1|1|1|1|1|1
100039705|0|0|1|0|0|0|0
100039720|1|1|1|1|1|1|1
100039721|0|1|1|0|0|1|1
100039730|0|0|1|1|0|1|1
100039735|1|1|0|0|1|0|0
100039744|0|0|1|1|0|0|1
100039745|0|1|1|1|0|1|1
100039757|1|1|1|1|1|1|1
100039759|1|1|1|1|1|1|1
