hhid|Regular_Carbonated|Juice|Baking_Supplies|Spices|Bottled_Water|Bath_Tissue|Baking
100006048|1|1|0|1|1|0|0
100006077|1|1|1|1|1|1|1
100006083|0|0|1|1|1|0|1
100006090|0|0|1|0|0|0|1
100006094|0|1|1|1|1|1|1
100006103|1|1|1|1|0|0|1
100006109|1|0|0|1|0|0|0
100006113|1|0|1|0|0|1|1
100006116|1|1|0|1|1|1|0
100006120|1|1|1|1|1|1|1
100006122|1|1|1|1|1|1|1
100006132|1|1|1|1|1|1|1
100006134|0|1|0|0|0|0|0
100006149|0|0|1|1|0|0|1
100006153|1|1|1|1|1|1|1
100006158|1|1|1|1|1|1|1
100006160|1|1|1|1|1|1|1
100006161|1|0|0|0|0|0|0
100006172|0|0|1|1|1|0|1
100006175|1|1|1|0|0|1|1
100006185|1|1|1|1|1|1|1
100006187|1|1|1|1|1|1|1
100006192|0|1|0|0|0|0|0
100006193|0|0|1|1|0|0|1
100006199|1|1|1|1|1|1|1
100006204|1|1|1|1|1|1|1
100006232|0|0|1|0|0|0|0
100006241|0|0|1|0|0|0|0
100006244|1|0|0|0|0|1|0
100006248|0|0|1|0|0|1|1
100006257|1|1|1|1|1|1|1
100006262|0|0|1|0|1|0|1
100006263|1|1|1|1|1|1|1
100006271|0|1|1|1|0|0|1
100006276|1|1|0|1|1|1|0
100006281|0|0|0|0|1|0|0
100006290|1|0|1|0|0|1|1
1000063|1|1|1|1|1|1|1
100006308|1|0|0|0|0|0|0
100006317|0|1|1|1|1|0|1
100006326|1|1|1|1|1|1|1
100006335|1|1|0|1|1|1|0
100006336|0|0|1|1|0|0|1
100006346|0|0|1|1|1|1|1
100006355|1|0|0|0|0|0|0
100006380|1|1|1|1|1|1|1
100006392|0|1|0|1|0|1|0
100006396|1|0|0|1|0|0|0
1000064|1|1|1|1|1|1|1
100006400|1|1|1|1|1|1|1
100006409|1|1|0|1|1|1|0
100006426|1|1|1|1|1|1|1
100006429|1|1|1|1|1|1|1
100006432|1|1|1|1|1|1|1
100006442|1|1|0|1|1|0|0
100006446|1|1|1|0|0|1|1
100006452|0|0|1|1|0|0|1
100006457|0|0|1|0|0|0|0
100006479|1|1|1|1|1|1|1
100006483|0|1|1|0|1|0|1
100006484|1|0|0|0|0|0|0
100006488|1|0|0|0|0|0|0
100006489|1|0|0|0|0|0|0
100006491|0|0|1|1|0|0|0
100006497|1|1|1|1|1|1|1
1000065|0|0|0|1|0|0|0
100006506|1|1|1|0|1|1|1
100006508|0|0|1|0|0|0|0
100006510|0|0|1|1|0|0|1
100006537|1|0|0|0|0|0|0
100006550|1|1|1|1|1|1|0
100006554|1|1|1|1|1|0|1
100006559|0|1|1|1|0|0|1
100006566|1|0|0|0|0|0|0
100006569|1|1|1|0|0|1|1
100006577|0|1|0|1|0|0|0
1000066|0|0|1|0|0|0|1
100006601|1|1|1|1|1|1|0
100006604|0|1|1|1|1|0|1
100006614|1|1|1|1|1|1|1
100006622|1|1|1|1|1|1|1
100006624|0|0|1|1|0|0|1
100006629|0|0|1|0|0|0|1
100006639|0|0|1|0|0|0|0
100006663|1|0|0|0|0|0|0
100006674|0|1|1|1|1|1|1
100006676|0|0|0|1|0|0|0
100006679|1|1|1|1|1|1|1
100006691|1|1|1|1|1|0|1
100006709|1|1|1|1|1|1|1
100006729|1|1|0|0|0|1|0
100006734|1|1|0|0|1|0|0
100006739|1|1|1|1|1|1|1
100006746|0|0|1|1|0|0|1
100006783|1|1|0|0|0|1|0
100006788|0|0|0|0|0|1|0
100006790|0|0|1|1|0|0|0
100006797|1|1|1|1|1|1|1
1000068|1|1|0|1|1|0|0
100006804|1|1|1|1|1|1|1
100006805|1|1|1|1|1|1|1
100006811|0|0|1|1|0|0|1
100006821|1|1|1|1|1|1|1
100006824|1|1|1|1|1|1|1
100006836|1|1|1|1|1|1|1
100006839|1|1|1|1|1|1|1
100006844|0|1|1|1|1|0|0
100006860|1|1|1|1|1|0|1
100006877|1|1|0|1|1|0|0
1000069|0|0|1|1|0|0|1
100006901|1|0|1|0|0|1|1
100006902|1|1|1|1|1|1|1
100006923|0|0|0|1|0|0|0
100006927|0|0|0|1|0|0|0
100006933|0|0|1|0|0|0|1
100006938|1|0|0|0|0|1|0
100006947|1|1|1|1|1|1|1
100006951|1|1|1|1|0|0|1
100006961|0|0|1|1|0|0|1
100006962|0|0|0|0|0|1|0
100006969|1|0|0|0|1|0|0
100006971|0|0|1|0|0|1|1
100006973|0|1|0|1|1|1|0
100006974|1|1|0|0|0|0|0
100006981|0|0|0|1|0|0|0
100006982|1|0|1|1|0|1|1
100006984|1|1|1|1|1|1|1
100007014|1|1|0|1|1|1|0
100007020|1|0|0|0|0|0|0
100007021|0|1|1|1|1|0|1
100007034|0|0|0|0|1|0|0
100007035|1|1|0|1|1|0|0
100007046|0|0|1|1|0|0|0
100007047|1|0|0|0|0|0|0
100007064|1|1|1|1|1|1|1
100007065|1|1|1|1|1|1|1
100007077|1|0|0|0|0|0|0
100007082|0|0|1|0|0|0|0
100007083|0|1|0|0|0|0|0
100007084|1|1|1|1|1|0|1
100007097|1|1|0|0|0|0|0
1000071|1|1|1|1|1|1|1
100007125|1|1|0|1|1|1|0
100007130|0|0|1|1|0|0|1
100007138|1|0|0|0|0|0|0
100007146|1|1|1|1|1|1|1
100007155|0|0|1|0|0|0|0
100007162|1|0|0|0|0|0|0
100007172|0|0|1|0|0|0|1
100007175|1|1|1|1|1|1|1
100007179|1|0|0|0|0|0|0
100007180|1|1|1|1|1|1|1
100007185|1|1|0|0|1|0|0
100007191|0|0|1|1|1|0|0
100007205|0|0|1|0|0|1|1
100007213|1|1|0|0|1|1|0
100007215|1|1|1|1|1|1|1
100007223|1|1|0|1|1|1|0
100007225|1|1|1|1|1|1|1
100007234|0|1|0|0|0|0|0
100007235|1|1|1|1|1|1|1
100007238|0|0|0|1|0|0|0
100007242|1|1|1|1|1|1|1
100007250|0|1|1|1|1|0|0
100007259|1|1|1|1|1|1|1
100007274|0|0|1|1|1|0|1
1000073|1|1|1|1|1|1|1
100007309|1|1|0|0|1|0|0
100007310|1|1|1|1|1|1|1
100007320|1|1|1|1|1|1|1
100007331|0|0|1|0|0|1|0
100007336|1|1|1|1|1|1|1
100007350|1|1|1|1|1|1|1
100007358|0|0|1|0|0|1|1
100007366|1|0|0|0|1|0|0
100007368|0|0|1|0|0|0|1
100007369|1|1|1|1|1|0|1
100007372|0|0|0|1|1|0|0
100007373|1|1|0|0|0|1|0
100007406|0|0|1|1|0|0|0
100007408|1|1|1|1|1|1|1
100007419|1|1|1|1|1|1|1
100007425|0|0|0|0|0|1|0
100007426|0|0|1|0|0|0|1
100007437|1|1|1|1|1|1|1
100007439|1|1|0|1|1|1|0
100007440|1|1|0|1|1|1|0
100007444|1|1|0|1|1|1|0
100007447|1|1|1|1|1|1|1
100007473|1|1|1|1|1|1|1
100007474|1|1|0|1|0|1|0
100007494|0|0|1|0|0|1|1
1000075|0|0|1|1|0|0|1
100007504|1|1|0|0|1|1|0
100007511|1|1|1|1|1|1|1
100007526|1|1|1|1|1|0|1
100007535|1|1|1|1|1|1|1
100007539|1|1|1|1|1|1|1
100007540|1|1|0|0|0|0|0
100007543|0|1|1|1|1|0|1
100007556|1|1|1|1|1|1|1
100007561|1|0|0|0|0|0|0
100007564|1|1|0|1|1|0|0
100007573|0|0|1|1|0|0|1
100007578|1|1|1|1|1|1|1
100007586|1|1|0|1|1|0|0
100007595|1|1|0|0|0|1|0
1000076|0|0|1|1|0|0|1
100007626|1|1|1|1|1|1|1
100007629|1|1|1|0|1|1|1
100007635|0|0|1|0|0|0|1
100007638|1|1|0|0|1|1|0
100007645|1|0|0|0|0|0|0
100007662|0|0|1|0|0|0|1
100007676|0|0|1|1|0|0|1
100007695|0|0|1|1|1|0|0
100007720|1|1|1|1|1|1|1
100007724|1|0|0|0|0|0|0
100007727|1|1|1|1|1|1|1
100007731|0|0|1|1|1|0|0
100007752|1|0|0|1|0|1|0
100007755|0|0|1|1|0|0|1
100007761|0|0|0|1|0|0|0
100007768|0|0|0|0|1|0|0
100007780|0|0|1|0|0|0|0
100007783|0|0|1|1|0|1|1
100007792|1|1|1|1|1|1|1
